Interactor1	Interactor2	Interaction
Q9UQC2	P36888	R-HSA-9702484
Q9UQC2	P62993	R-HSA-9702484
P36888	P62993	R-HSA-9702484
P36888	P62993	R-HSA-9702484
Q9UQC2	P36888	R-HSA-9702484
P36888	P62993	R-HSA-9702484
Q9UQC2	P36888	R-HSA-9702484
Q9UQC2	P42336	R-HSA-9698175
P27986	P42336	R-HSA-9698175
P36888	P42336	R-HSA-9698175
P62993	P42336	R-HSA-9698175
Q9UQC2	Q06124	R-HSA-9697970
P36888	P62993	R-HSA-9697970
Q06124	P36888	R-HSA-9697970
P36888	P62993	R-HSA-9697970
Q9UQC2	P36888	R-HSA-9697970
Q9UQC2	P36888	R-HSA-9697970
Q06124	P62993	R-HSA-9697970
Q9UQC2	P36888	R-HSA-9697970
P36888	P62993	R-HSA-9697970
P36888	P62993	R-HSA-9697970
Q9UQC2	P62993	R-HSA-9697970
Q06124	P36888	R-HSA-9697970
Q06124	P36888	R-HSA-9697970
Q06124	P36888	R-HSA-9697970
Q9UQC2	P36888	R-HSA-9697970
P62993	P42229	R-HSA-9697985
P62993	P51692	R-HSA-9697985
P36888	P42229	R-HSA-9697985
P36888	P42229	R-HSA-9697985
Q9UQC2	P51692	R-HSA-9697985
Q9UQC2	P42229	R-HSA-9697985
P36888	P51692	R-HSA-9697985
Q06124	P51692	R-HSA-9697985
P36888	P42229	R-HSA-9697985
P36888	P42229	R-HSA-9697985
P36888	P51692	R-HSA-9697985
P36888	P51692	R-HSA-9697985
Q06124	P42229	R-HSA-9697985
P36888	P51692	R-HSA-9697985
P36888	P36888	R-HSA-9691968
P36888	P36888	R-HSA-9691974
P36888	P36888	R-HSA-9691990
P36888	P36888	R-HSA-9691995
P36888	P36888	R-HSA-9696092
P36888	P36888	R-HSA-9699493
P36888	P36888	R-HSA-9695788
P36888	P36888	R-HSA-9695794
P36888	P36888	R-HSA-9695781
P36888	P36888	R-HSA-9691989
P36888	P36888	R-HSA-9691993
P36888	P36888	R-HSA-9691994
P36888	P36888	R-HSA-9691979
P36888	P36888	R-HSA-9691986
P36888	P36888	R-HSA-9692033
P36888	P36888	R-HSA-9691103
P36888	P36888	R-HSA-9691111
P36888	P36888	R-HSA-9691114
P36888	P36888	R-HSA-9691117
P36888	P36888	R-HSA-9691120
P36888	P36888	R-HSA-9691108
P36888	P36888	R-HSA-9691099
P36888	P36888	R-HSA-9691972
P36888	P36888	R-HSA-9697953
P36888	P36888	R-HSA-9696093
P36888	P36888	R-HSA-9691992
P36888	P36888	R-HSA-9691966
P36888	P36888	R-HSA-9696099
P36888	P36888	R-HSA-9699479
P36888	P36888	R-HSA-9699488
P36888	P62993	R-HSA-9695798
Q9UQC2	P36888	R-HSA-9697974
Q9UQC2	P62993	R-HSA-9697974
P36888	Q07889	R-HSA-9695784
Q07889	P62993	R-HSA-9695784
P36888	P62993	R-HSA-9695784
Q9UQC2	P36888	R-HSA-9697977
Q9UQC2	P62993	R-HSA-9697977
P27986	P62993	R-HSA-9698178
P27986	Q9UQC2	R-HSA-9698178
P27986	P36888	R-HSA-9698178
Q06124	P62993	R-HSA-9697980
Q06124	Q9UQC2	R-HSA-9697980
Q06124	P36888	R-HSA-9697980
P20963	P20963	R-HSA-202303
P01133	P04626	R-HSA-9665380
P00533	P04626	R-HSA-9665380
P01133	P04626	R-HSA-9665380
P00533	P04626	R-HSA-9665380
P00533	P04626	R-HSA-9665380
P01133	P04626	R-HSA-9665380
P04626	Q13480	R-HSA-9665446
P04626	P62993	R-HSA-9665446
P01133	Q13480	R-HSA-9665446
P04626	P62993	R-HSA-9665446
P00533	P62993	R-HSA-9665446
P01133	P62993	R-HSA-9665446
P04626	Q13480	R-HSA-9665446
P00533	Q13480	R-HSA-9665446
P04626	Q13480	R-HSA-9665446
P04626	P62993	R-HSA-9665446
P42336	P01133	R-HSA-9665453
P42336	Q13480	R-HSA-9665453
P42336	P04626	R-HSA-9665453
P27986	P01133	R-HSA-9665453
P27986	Q13480	R-HSA-9665453
P27986	P04626	R-HSA-9665453
P27986	P62993	R-HSA-9665453
P42336	P00533	R-HSA-9665453
P27986	P00533	R-HSA-9665453
P42336	P04626	R-HSA-9665453
P27986	P04626	R-HSA-9665453
P42336	P04626	R-HSA-9665453
P27986	P04626	R-HSA-9665453
P42336	P62993	R-HSA-9665453
P04626	P62993	R-HSA-9665449
P04626	Q07889	R-HSA-9665449
P04626	Q07889	R-HSA-9665449
P04626	P62993	R-HSA-9665449
P04626	P62993	R-HSA-9665449
P00533	Q07889	R-HSA-9665449
P01133	Q07889	R-HSA-9665449
P00533	P62993	R-HSA-9665449
P01133	P62993	R-HSA-9665449
P04626	Q07889	R-HSA-9665449
P19174	P01133	R-HSA-9665460
P19174	P04626	R-HSA-9665460
P19174	P04626	R-HSA-9665460
P19174	P00533	R-HSA-9665460
P19174	P04626	R-HSA-9665460
P29353	P04626	R-HSA-9665436
P29353	P00533	R-HSA-9665436
P29353	P01133	R-HSA-9665436
P29353	P04626	R-HSA-9665436
P29353	P04626	R-HSA-9665436
P29353	P01133	R-HSA-9665441
P29353	P04626	R-HSA-9665441
P29353	P04626	R-HSA-9665441
P29353	P00533	R-HSA-9665441
P29353	P04626	R-HSA-9665441
Q07889	P04626	R-HSA-9665437
P62993	P00533	R-HSA-9665437
Q07889	P29353	R-HSA-9665437
P62993	P04626	R-HSA-9665437
Q07889	P01133	R-HSA-9665437
Q07889	P00533	R-HSA-9665437
Q07889	P04626	R-HSA-9665437
P62993	P01133	R-HSA-9665437
Q07889	P04626	R-HSA-9665437
P62993	P04626	R-HSA-9665437
P62993	P04626	R-HSA-9665437
P62993	P29353	R-HSA-9665437
P62993	P00533	R-HSA-9664921
Q13480	P00533	R-HSA-9664921
P62993	P01133	R-HSA-9664921
Q13480	P01133	R-HSA-9664921
P27986	Q13480	R-HSA-9664932
P27986	P01133	R-HSA-9664932
P42336	Q13480	R-HSA-9664932
P27986	P00533	R-HSA-9664932
P27986	P62993	R-HSA-9664932
P42336	P62993	R-HSA-9664932
P42336	P00533	R-HSA-9664932
P42336	P01133	R-HSA-9664932
P00533	Q07889	R-HSA-9664996
P00533	P62993	R-HSA-9664996
P01133	P62993	R-HSA-9664996
P01133	Q07889	R-HSA-9664996
P00533	P19174	R-HSA-9665033
P01133	P19174	R-HSA-9665033
P04626	P00533	R-HSA-9664609
P04626	P00533	R-HSA-9664609
P04626	P01133	R-HSA-9664609
P04626	P01133	R-HSA-9664609
P04626	O14511	R-HSA-9664603
P04626	P21860	R-HSA-9664603
P04626	O14511	R-HSA-9664603
P04626	Q02297	R-HSA-9664603
P04626	Q02297	R-HSA-9664603
P04626	P21860	R-HSA-9664603
P04626	Q02297	R-HSA-9664603
P04626	Q02297	R-HSA-9664603
P01133	P04626	R-HSA-9665925
P00533	P04626	R-HSA-9665925
P00533	P19174	R-HSA-9665924
P01133	P19174	R-HSA-9665924
P04626	P19174	R-HSA-9665924
P04626	P00533	R-HSA-9665917
P04626	P01133	R-HSA-9665917
P04626	P00533	R-HSA-9665917
P04626	P01133	R-HSA-9665917
P04626	Q07889	R-HSA-9665916
P01133	P62993	R-HSA-9665916
P00533	Q07889	R-HSA-9665916
P01133	Q07889	R-HSA-9665916
P04626	P62993	R-HSA-9665916
P00533	P62993	R-HSA-9665916
P04626	Q07889	R-HSA-9665916
P04626	P62993	R-HSA-9665916
P04626	P00533	R-HSA-9665910
P04626	Q02297	R-HSA-9665910
P04626	Q02297	R-HSA-9665910
P04626	P00533	R-HSA-9665910
P04626	P01133	R-HSA-9665910
P04626	P21860	R-HSA-9665910
P04626	O14511	R-HSA-9665910
P04626	O14511	R-HSA-9665910
P04626	P01133	R-HSA-9665910
P04626	Q02297	R-HSA-9665910
P04626	P21860	R-HSA-9665910
P04626	Q02297	R-HSA-9665910
P04626	P29353	R-HSA-9665887
Q02297	P29353	R-HSA-9665887
P04626	P29353	R-HSA-9665887
Q02297	P29353	R-HSA-9665887
O14511	P29353	R-HSA-9665887
P00533	P29353	R-HSA-9665887
P01133	P29353	R-HSA-9665887
P21860	P29353	R-HSA-9665887
P04626	Q02297	R-HSA-9665877
P04626	P21860	R-HSA-9665877
P04626	O14511	R-HSA-9665877
P04626	P00533	R-HSA-9665877
P04626	P00533	R-HSA-9665877
P04626	P01133	R-HSA-9665877
P04626	Q02297	R-HSA-9665877
P04626	P21860	R-HSA-9665877
P04626	O14511	R-HSA-9665877
P04626	Q02297	R-HSA-9665877
P04626	P01133	R-HSA-9665877
P04626	Q02297	R-HSA-9665877
P01133	P29353	R-HSA-9665882
Q02297	P29353	R-HSA-9665882
P04626	P29353	R-HSA-9665882
P21860	P29353	R-HSA-9665882
O14511	P29353	R-HSA-9665882
P00533	P29353	R-HSA-9665882
P04626	P29353	R-HSA-9665882
Q02297	P29353	R-HSA-9665882
P29353	P62993	R-HSA-9665869
O14511	Q07889	R-HSA-9665869
P04626	Q07889	R-HSA-9665869
Q02297	P62993	R-HSA-9665869
P04626	P62993	R-HSA-9665869
P00533	Q07889	R-HSA-9665869
O14511	P62993	R-HSA-9665869
Q02297	Q07889	R-HSA-9665869
Q02297	P62993	R-HSA-9665869
P04626	P62993	R-HSA-9665869
P01133	Q07889	R-HSA-9665869
P00533	P62993	R-HSA-9665869
P21860	P62993	R-HSA-9665869
P29353	Q07889	R-HSA-9665869
P01133	P62993	R-HSA-9665869
Q02297	Q07889	R-HSA-9665869
P21860	Q07889	R-HSA-9665869
P04626	Q07889	R-HSA-9665869
P21802	P21802	R-HSA-2029932
P22607	P22607	R-HSA-2011968
P36888	P36888	R-HSA-9691996
P36888	P36888	R-HSA-9691973
P36888	P36888	R-HSA-9696095
P36888	P36888	R-HSA-9696098
P35968	P35968	R-HSA-4420096
P06213	P06213	R-HSA-77384
P06213	P06213	R-HSA-77384
P06213	P06213	R-HSA-77384
P06213	P06213	R-HSA-74671
P06213	P06213	R-HSA-74671
P06213	P06213	R-HSA-74671
Q00653	Q01201	R-HSA-5607686
Q9UM73	Q9UM73	R-HSA-9715320
Q9UM73	Q9UM73	R-HSA-9700007
Q9UM73	Q9UM73	R-HSA-9699988
Q9UM73	Q9UM73	R-HSA-9700020
Q9UM73	Q9UM73	R-HSA-9700016
Q9UM73	Q9UM73	R-HSA-9699974
Q9UM73	Q9UM73	R-HSA-9700603
Q9UM73	Q9UM73	R-HSA-9700563
Q9UM73	Q9UM73	R-HSA-9700561
Q9UM73	Q9UM73	R-HSA-9700565
Q9UM73	Q9UM73	R-HSA-9701866
Q9UM73	Q9UM73	R-HSA-9701867
Q9UM73	Q9UM73	R-HSA-9715327
Q9UM73	Q9UM73	R-HSA-9715319
Q9UM73	Q9UM73	R-HSA-9700532
Q9UM73	Q9UM73	R-HSA-9714067
Q9UM73	Q9UM73	R-HSA-9700522
Q9UM73	Q9UM73	R-HSA-9700554
Q9UM73	Q9UM73	R-HSA-9700527
Q9UM73	Q9UM73	R-HSA-9700531
Q9UM73	Q9UM73	R-HSA-9701888
Q9UM73	Q9UM73	R-HSA-9723302
Q9UM73	Q9UM73	R-HSA-9700591
Q9UM73	Q9UM73	R-HSA-9700601
Q9UM73	Q9UM73	R-HSA-9723890
Q9UM73	Q9UM73	R-HSA-9700612
Q9UM73	Q9UM73	R-HSA-9699998
Q9UM73	Q9UM73	R-HSA-9699975
Q9UM73	Q9UM73	R-HSA-9699979
Q9UM73	Q9UM73	R-HSA-9715317
Q9UM73	Q9UM73	R-HSA-9723888
Q9UM73	Q9UM73	R-HSA-9715316
Q9UM73	Q9UM73	R-HSA-9715330
Q9UM73	Q9UM73	R-HSA-9715326
Q9UM73	Q9UM73	R-HSA-9723883
Q9UM73	Q9UM73	R-HSA-9723886
Q9UM73	Q9UM73	R-HSA-201549
Q9UM73	Q6UX46	R-HSA-9850880
Q9UM73	Q9UM73	R-HSA-9850880
D4A244	Q9UM73	R-NUL-9700019
Q9UM73	D4A244	R-NUL-9700008
P10721	P21583	R-HSA-205310
P10721	P10721	R-HSA-205310
Q06124	Q01196	R-HSA-8937751
Q9Y4H2	P07948	R-HSA-9006306
O60674	P19235	R-HSA-9006306
P19235	Q9Y4H2	R-HSA-9006306
P19235	P07948	R-HSA-9006306
Q9Y4H2	Q9Y4H2	R-HSA-9006306
P19235	P19235	R-HSA-9006306
O60674	P07948	R-HSA-9006306
P07948	P07948	R-HSA-9006306
O60674	O60674	R-HSA-9006306
O60674	Q9Y4H2	R-HSA-9006306
P07948	P07948	R-HSA-9027229
O60674	P07948	R-HSA-9027229
Q9Y4H2	P07948	R-HSA-9027229
P19235	P19235	R-HSA-9027229
Q9Y4H2	Q9Y4H2	R-HSA-9027229
O60674	P19235	R-HSA-9027229
O60674	Q9Y4H2	R-HSA-9027229
P19235	Q9Y4H2	R-HSA-9027229
P19235	P07948	R-HSA-9027229
O60674	O60674	R-HSA-9027229
P11362	P11362	R-HSA-2023426
P11362	P11362	R-HSA-2023428
P11362	P11362	R-HSA-2023430
P11362	P11362	R-HSA-5656340
P11362	P11362	R-HSA-2011960
P11362	P11362	R-HSA-2011961
P11362	P11362	R-HSA-2018773
P21802	P21802	R-HSA-2011957
P21802	P21802	R-HSA-2011962
P21802	P21802	R-HSA-2071955
P21802	P21802	R-HSA-2071952
P21802	P21802	R-HSA-2071951
P21802	P21802	R-HSA-2071948
P21802	P21802	R-HSA-2011967
P21802	P21802	R-HSA-2011964
P10721	P10721	R-HSA-1472119
P21583	P10721	R-HSA-1472119
P36896	P36896	R-HSA-1181140
P13385	P13385	R-HSA-1181140
P27037	P13385	R-HSA-1181140
P27037	P0CG37	R-HSA-1181140
Q13705	P27037	R-HSA-1181140
P27037	P27037	R-HSA-1181140
Q13705	P0CG37	R-HSA-1181140
P36896	P13385	R-HSA-1181140
Q13705	Q13705	R-HSA-1181140
Q13705	P36896	R-HSA-1181140
P13385	P0CG37	R-HSA-1181140
P36896	P0CG37	R-HSA-1181140
Q13705	P13385	R-HSA-1181140
P0CG37	P0CG37	R-HSA-1181140
P27037	P36896	R-HSA-1181140
P13385	P13385	R-HSA-1181126
Q8NER5	P13385	R-HSA-1181126
Q13705	P0CG37	R-HSA-1181126
Q13705	Q8NER5	R-HSA-1181126
Q8NER5	P0CG37	R-HSA-1181126
P13385	P0CG37	R-HSA-1181126
Q13705	P13385	R-HSA-1181126
Q13705	Q13705	R-HSA-1181126
P0CG37	P0CG37	R-HSA-1181126
Q8NER5	Q8NER5	R-HSA-1181126
Q8N302	Q8N302	R-HSA-6802675
Q53H12	Q53H12	R-HSA-6802678
Q6RW13	Q6RW13	R-HSA-6802680
Q99996	Q99996	R-HSA-6802682
P63167	Q9C0C7	R-HSA-5678317
Q96FJ2	Q9C0C7	R-HSA-5678317
O43741	Q9UGI9	R-HSA-380934
Q9Y478	Q13131	R-HSA-380934
O43741	Q13131	R-HSA-380934
P54619	Q13131	R-HSA-380934
O43741	P54646	R-HSA-380934
O43741	Q9UGJ0	R-HSA-380934
Q9UGJ0	Q13131	R-HSA-380934
Q9UGI9	P54646	R-HSA-380934
Q9Y478	P54619	R-HSA-380934
Q9UGJ0	P54646	R-HSA-380934
Q9Y478	P54646	R-HSA-380934
O43741	P54619	R-HSA-380934
Q9UGI9	Q13131	R-HSA-380934
Q9Y478	Q9UGJ0	R-HSA-380934
Q9Y478	Q9UGI9	R-HSA-380934
P54619	P54646	R-HSA-380934
P54646	P54619	R-HSA-2151203
P54646	Q9UGI9	R-HSA-2151203
O43741	Q9UGI9	R-HSA-2151203
P54646	Q9UGJ0	R-HSA-2151203
P54646	Q9Y478	R-HSA-2151203
P54646	O43741	R-HSA-2151203
O43741	Q9UGJ0	R-HSA-2151203
Q9Y478	Q9UGJ0	R-HSA-2151203
Q9Y478	P54619	R-HSA-2151203
Q9Y478	Q9UGI9	R-HSA-2151203
O43741	P54619	R-HSA-2151203
456215	Q9Y478	R-HSA-380931
456215	P54619	R-HSA-380931
456215	Q13131	R-HSA-380931
456215	Q9UGJ0	R-HSA-380931
456215	P54646	R-HSA-380931
456215	Q9UGI9	R-HSA-380931
456215	O43741	R-HSA-380931
456215	Q9UGI9	R-HSA-2151198
456215	O43741	R-HSA-2151198
456215	Q9UGJ0	R-HSA-2151198
456215	P54646	R-HSA-2151198
456215	P54619	R-HSA-2151198
456215	Q9Y478	R-HSA-2151198
Q9Y478	O75385	R-HSA-5672141
456215	Q9BSB4	R-HSA-5672141
P54619	O75143	R-HSA-5672141
Q9UGI9	Q9BSB4	R-HSA-5672141
O43741	O75385	R-HSA-5672141
O43741	Q8TDY2	R-HSA-5672141
Q13131	O75385	R-HSA-5672141
P54619	Q8TDY2	R-HSA-5672141
Q9Y478	Q9BSB4	R-HSA-5672141
Q9UGJ0	O75143	R-HSA-5672141
Q9UGJ0	Q9BSB4	R-HSA-5672141
Q9Y478	Q8TDY2	R-HSA-5672141
Q9UGI9	Q8TDY2	R-HSA-5672141
P54619	O75385	R-HSA-5672141
Q9UGI9	O75143	R-HSA-5672141
456215	Q8TDY2	R-HSA-5672141
Q9Y478	O75143	R-HSA-5672141
P54619	Q9BSB4	R-HSA-5672141
O43741	Q9BSB4	R-HSA-5672141
Q9UGJ0	Q8TDY2	R-HSA-5672141
456215	O75385	R-HSA-5672141
P54646	O75143	R-HSA-5672141
Q9UGJ0	O75385	R-HSA-5672141
P54646	Q8TDY2	R-HSA-5672141
P54646	O75385	R-HSA-5672141
Q13131	Q9BSB4	R-HSA-5672141
Q9UGI9	O75385	R-HSA-5672141
Q13131	O75143	R-HSA-5672141
456215	O75143	R-HSA-5672141
O43741	O75143	R-HSA-5672141
P54646	Q9BSB4	R-HSA-5672141
Q13131	Q8TDY2	R-HSA-5672141
Q9BSB4	Q13131	R-HSA-5673748
O75143	Q9Y478	R-HSA-5673748
Q8TDY2	456215	R-HSA-5673748
O75143	456215	R-HSA-5673748
Q9BSB4	O43741	R-HSA-5673748
O75143	P54646	R-HSA-5673748
Q9BSB4	Q9UGI9	R-HSA-5673748
Q9BSB4	P54619	R-HSA-5673748
Q8TDY2	P54619	R-HSA-5673748
Q9BSB4	Q9Y478	R-HSA-5673748
Q9BSB4	P54646	R-HSA-5673748
O75143	P54619	R-HSA-5673748
O75143	O43741	R-HSA-5673748
O75385	Q9UGI9	R-HSA-5673748
O75385	Q9UGJ0	R-HSA-5673748
Q8TDY2	O43741	R-HSA-5673748
O75143	Q13131	R-HSA-5673748
O75385	Q9Y478	R-HSA-5673748
O75385	P54646	R-HSA-5673748
Q8TDY2	P54646	R-HSA-5673748
Q8TDY2	Q13131	R-HSA-5673748
O75385	456215	R-HSA-5673748
Q9BSB4	Q9UGJ0	R-HSA-5673748
Q8TDY2	Q9UGI9	R-HSA-5673748
O75385	Q13131	R-HSA-5673748
Q8TDY2	Q9Y478	R-HSA-5673748
O75385	O43741	R-HSA-5673748
Q9BSB4	456215	R-HSA-5673748
O75143	Q9UGI9	R-HSA-5673748
O75385	P54619	R-HSA-5673748
O75143	Q9UGJ0	R-HSA-5673748
Q8TDY2	Q9UGJ0	R-HSA-5673748
Q9BSB4	Q9UGI9	R-HSA-5675826
Q8TDY2	O43741	R-HSA-5675826
Q9BSB4	Q9Y478	R-HSA-5675826
O75385	P54619	R-HSA-5675826
Q8TDY2	Q13131	R-HSA-5675826
O75385	O43741	R-HSA-5675826
Q9BSB4	P54646	R-HSA-5675826
Q9BSB4	Q9UGJ0	R-HSA-5675826
O75143	Q13131	R-HSA-5675826
O75385	Q9UGJ0	R-HSA-5675826
O75385	Q13131	R-HSA-5675826
Q8TDY2	P54646	R-HSA-5675826
O75385	456215	R-HSA-5675826
O75143	O43741	R-HSA-5675826
Q8TDY2	P54619	R-HSA-5675826
O75143	P54619	R-HSA-5675826
O75143	P54646	R-HSA-5675826
Q9BSB4	O43741	R-HSA-5675826
O75385	P54646	R-HSA-5675826
O75143	Q9UGI9	R-HSA-5675826
Q8TDY2	Q9UGI9	R-HSA-5675826
O75385	Q9Y478	R-HSA-5675826
Q8TDY2	Q9Y478	R-HSA-5675826
O75143	456215	R-HSA-5675826
O75143	Q9Y478	R-HSA-5675826
Q9BSB4	P54619	R-HSA-5675826
Q8TDY2	456215	R-HSA-5675826
O75385	Q9UGI9	R-HSA-5675826
O75143	Q9UGJ0	R-HSA-5675826
Q9BSB4	Q13131	R-HSA-5675826
Q8TDY2	Q9UGJ0	R-HSA-5675826
Q9BSB4	456215	R-HSA-5675826
Q9UGJ0	O75385	R-HSA-5682402
456215	O75385	R-HSA-5682402
P54619	Q9BSB4	R-HSA-5682402
Q13131	O75143	R-HSA-5682402
Q9Y478	O75143	R-HSA-5682402
Q9UGI9	O75385	R-HSA-5682402
Q9UGJ0	Q9BSB4	R-HSA-5682402
Q9Y478	O75385	R-HSA-5682402
Q9UGJ0	Q8TDY2	R-HSA-5682402
P54619	O75385	R-HSA-5682402
Q9UGI9	O75143	R-HSA-5682402
P54646	O75385	R-HSA-5682402
Q9UGJ0	O75143	R-HSA-5682402
Q9UGI9	Q9BSB4	R-HSA-5682402
Q9Y478	Q8TDY2	R-HSA-5682402
Q13131	O75385	R-HSA-5682402
Q9UGI9	Q8TDY2	R-HSA-5682402
Q9Y478	Q9BSB4	R-HSA-5682402
O43741	O75385	R-HSA-5682402
P54646	Q9BSB4	R-HSA-5682402
456215	O75143	R-HSA-5682402
456215	Q8TDY2	R-HSA-5682402
Q13131	Q9BSB4	R-HSA-5682402
O43741	O75143	R-HSA-5682402
Q13131	Q8TDY2	R-HSA-5682402
456215	Q9BSB4	R-HSA-5682402
P54646	Q8TDY2	R-HSA-5682402
O43741	Q9BSB4	R-HSA-5682402
O43741	Q8TDY2	R-HSA-5682402
P54646	O75143	R-HSA-5682402
P54619	O75143	R-HSA-5682402
P54619	Q8TDY2	R-HSA-5682402
Q9UGI9	Q9BSB4	R-HSA-5675837
456215	O75143	R-HSA-5675837
Q9UGI9	O75143	R-HSA-5675837
Q9Y478	Q9BSB4	R-HSA-5675837
Q9UGI9	Q8TDY2	R-HSA-5675837
Q9UGJ0	O75143	R-HSA-5675837
Q9UGJ0	Q8TDY2	R-HSA-5675837
P54646	Q8TDY2	R-HSA-5675837
Q9UGJ0	Q9BSB4	R-HSA-5675837
P54646	O75143	R-HSA-5675837
Q13131	Q9BSB4	R-HSA-5675837
O43741	O75385	R-HSA-5675837
P54619	O75385	R-HSA-5675837
Q9Y478	Q8TDY2	R-HSA-5675837
456215	Q9BSB4	R-HSA-5675837
Q9Y478	O75143	R-HSA-5675837
P54646	O75385	R-HSA-5675837
P54619	Q9BSB4	R-HSA-5675837
O43741	Q8TDY2	R-HSA-5675837
O43741	O75143	R-HSA-5675837
Q9UGI9	O75385	R-HSA-5675837
P54619	O75143	R-HSA-5675837
P54619	Q8TDY2	R-HSA-5675837
Q13131	O75385	R-HSA-5675837
Q9Y478	O75385	R-HSA-5675837
O43741	Q9BSB4	R-HSA-5675837
456215	O75385	R-HSA-5675837
Q9UGJ0	O75385	R-HSA-5675837
P54646	Q9BSB4	R-HSA-5675837
Q13131	Q8TDY2	R-HSA-5675837
456215	Q8TDY2	R-HSA-5675837
Q13131	O75143	R-HSA-5675837
O00203	O00203	R-HSA-6802684
O14492	O14492	R-HSA-1433375
O14492	P10721	R-HSA-1433276
O14492	P21583	R-HSA-1433276
O95352	O95352	R-HSA-6802686
P01185	P30518	R-HSA-8866248
Q7Z5K2	Q9NTI5	R-HSA-2484812
Q7Z5K2	Q29RF7	R-HSA-2484812
P56945	P62834	R-HSA-372646
P56945	Q7Z5R6	R-HSA-372646
P56945	29108	R-HSA-372646
P56945	P02671	R-HSA-372646
P56945	P02751	R-HSA-372646
P56945	Q05397	R-HSA-372646
P56945	P61224	R-HSA-372646
P56945	P04275	R-HSA-372646
P56945	58456	R-HSA-372646
P56945	P02679	R-HSA-372646
P56945	Q9Y490	R-HSA-372646
P56945	P08514	R-HSA-372646
P56945	29035	R-HSA-372646
P56945	P12931	R-HSA-372646
P56945	37565	R-HSA-372646
P56945	P02675	R-HSA-372646
P56945	P05106	R-HSA-372646
P21953	P21953	R-HSA-5693120
58937	P11182	R-HSA-5693120
P21953	58937	R-HSA-5693120
P09622	57692	R-HSA-5693120
P11182	P11182	R-HSA-5693120
P09622	P21953	R-HSA-5693120
P09622	P12694	R-HSA-5693120
P12694	P12694	R-HSA-5693120
P09622	P09622	R-HSA-5693120
P21953	P12694	R-HSA-5693120
58937	P12694	R-HSA-5693120
P12694	P11182	R-HSA-5693120
57692	P11182	R-HSA-5693120
57692	P12694	R-HSA-5693120
P09622	P11182	R-HSA-5693120
P21953	P11182	R-HSA-5693120
57692	P21953	R-HSA-5693120
P09622	58937	R-HSA-5693120
O43521	O43521	R-HSA-6802688
P40259	P01834	R-HSA-983684
P01871	P11912	R-HSA-983684
P01834	P11912	R-HSA-983684
P40259	P01871	R-HSA-983684
P40259	P11912	R-HSA-983684
P40259	P01880	R-HSA-983684
P01880	P11912	R-HSA-983684
P62993	Q07889	R-HSA-983686
Q8WV28	Q96B97	R-HSA-983686
P62993	Q96B97	R-HSA-983686
Q8WV28	Q07889	R-HSA-983686
Q8WV28	P62993	R-HSA-983686
Q07889	Q96B97	R-HSA-983686
O00327	Q99743	R-HSA-421315
O00327	O15516	R-HSA-421315
R-HSA-5641219	O15516	R-HSA-5663184
R-HSA-5641219	Q99743	R-HSA-5663184
R-HSA-5641219	O00327	R-HSA-5663184
R-HSA-5641211	O00327	R-HSA-5663107
R-HSA-5641211	O15516	R-HSA-5663107
R-HSA-5641211	Q99743	R-HSA-5663107
R-HSA-5641212	O15516	R-HSA-5663121
R-HSA-5641212	Q99743	R-HSA-5663121
R-HSA-5641212	O00327	R-HSA-5663121
O00327	R-HSA-5641223	R-HSA-5663134
O15516	R-HSA-5641223	R-HSA-5663134
Q99743	R-HSA-5641223	R-HSA-5663134
R-HSA-5641225	Q99743	R-HSA-5663148
R-HSA-5641225	O15516	R-HSA-5663148
R-HSA-5641225	O00327	R-HSA-5663148
O15516	R-HSA-5641228	R-HSA-5663186
O00327	R-HSA-5641228	R-HSA-5663186
Q99743	R-HSA-5641228	R-HSA-5663186
R-HSA-5641222	O15516	R-HSA-5663136
R-HSA-5641222	Q99743	R-HSA-5663136
R-HSA-5641222	O00327	R-HSA-5663136
R-HSA-8878727	O15516	R-HSA-8878725
R-HSA-8878727	Q99743	R-HSA-8878725
R-HSA-8878727	O00327	R-HSA-8878725
R-HSA-5641210	Q99743	R-HSA-5663154
R-HSA-5641210	O00327	R-HSA-5663154
R-HSA-5641210	O15516	R-HSA-5663154
R-HSA-5641202	O00327	R-HSA-5663173
R-HSA-5641202	O15516	R-HSA-5663173
R-HSA-5641202	Q99743	R-HSA-5663173
Q99743	R-HSA-5641209	R-HSA-5663110
O00327	R-HSA-5641209	R-HSA-5663110
O15516	R-HSA-5641209	R-HSA-5663110
R-HSA-5641227	O15516	R-HSA-5663176
R-HSA-5641227	O00327	R-HSA-5663176
R-HSA-5641227	Q99743	R-HSA-5663176
Q99743	R-HSA-5640195	R-HSA-5663137
O00327	R-HSA-5640195	R-HSA-5663137
O15516	R-HSA-5640195	R-HSA-5663137
R-HSA-5640202	O15516	R-HSA-5669290
R-HSA-5640202	Q99743	R-HSA-5669290
R-HSA-5640202	O00327	R-HSA-5669290
Q99743	R-HSA-2106592	R-HSA-5663104
O00327	R-HSA-2106592	R-HSA-5663104
O15516	R-HSA-2106592	R-HSA-5663104
P15056	P15056	R-HSA-6802701
Q02750	Q8IVT5	R-HSA-6802695
P36507	Q8IVT5	R-HSA-6802695
P27361	Q8IVT5	R-HSA-6802695
P27361	Q02750	R-HSA-6802695
Q02750	P27448	R-HSA-6802695
P28482	Q8IVT5	R-HSA-6802695
P28482	P36507	R-HSA-6802695
