Interactor1	Interactor2	Interaction
Q15121	P27361	R-HSA-5675206
P30086	P01112	R-HSA-5675417
P30086	P01111	R-HSA-5675417
P30086	P01116	R-HSA-5675417
P30086	37565	R-HSA-5675417
P30086	P15056	R-HSA-5675417
P30086	P01116	R-HSA-5675417
P30086	P31946	R-HSA-5675417
P30086	P04049	R-HSA-5675417
57783	R-ALL-6809811	R-HSA-6809810
Q13546	Q96FA3	R-HSA-9686922
Q9Y572	Q96FA3	R-HSA-9686922
Q8TCT1	17553	R-HSA-1483096
P56589	P28288	R-HSA-382613
P56589	P40855	R-HSA-382613
P56589	P33897	R-HSA-382613
P56589	Q9UBJ2	R-HSA-382613
P56589	P40855	R-HSA-9603801
P40855	Q9JJK4	R-NUL-9604093
Q9Y5Y5	P56589	R-HSA-9603797
Q9Y5Y5	P40855	R-HSA-9603797
P40855	Q9Y5Y5	R-NUL-9604086
Q9JJK4	Q9Y5Y5	R-NUL-9604086
P56589	P40855	R-HSA-9603784
P62837	Q92968	R-HSA-9033527
P61077	O00628	R-HSA-9033527
P62837	O60683	R-HSA-9033527
P62837	O00623	R-HSA-9033527
P61077	P50542	R-HSA-9033527
P61077	P28328	R-HSA-9033527
P62837	P50542	R-HSA-9033527
P61077	Q92968	R-HSA-9033527
P51668	O75381	R-HSA-9033527
P51668	O60683	R-HSA-9033527
P51668	O00623	R-HSA-9033527
P51668	P28328	R-HSA-9033527
P62837	O00628	R-HSA-9033527
P51668	O00628	R-HSA-9033527
P61077	O75381	R-HSA-9033527
P61077	O60683	R-HSA-9033527
P51668	P50542	R-HSA-9033527
P61077	O00623	R-HSA-9033527
P62837	P28328	R-HSA-9033527
P62837	O75381	R-HSA-9033527
P51668	Q92968	R-HSA-9033527
O00623	P61077	R-HSA-8953917
P28328	P51668	R-HSA-8953917
P50542	P51668	R-HSA-8953917
P50542	P51668	R-HSA-8953917
P50542	P62837	R-HSA-8953917
O60683	P62837	R-HSA-8953917
P50542	P61077	R-HSA-8953917
O60683	P61077	R-HSA-8953917
Q92968	P62837	R-HSA-8953917
O75381	P51668	R-HSA-8953917
Q92968	P51668	R-HSA-8953917
O60683	P51668	R-HSA-8953917
Q92968	P61077	R-HSA-8953917
O00623	P51668	R-HSA-8953917
P28328	P61077	R-HSA-8953917
O00623	P62837	R-HSA-8953917
P50542	P62837	R-HSA-8953917
P28328	P62837	R-HSA-8953917
O75381	P62837	R-HSA-8953917
P50542	P61077	R-HSA-8953917
O75381	P61077	R-HSA-8953917
O00628	O43933	R-HSA-9033516
P28328	O43933	R-HSA-9033516
O60683	Q7Z412	R-HSA-9033516
O00628	Q7Z412	R-HSA-9033516
O00628	Q13608	R-HSA-9033516
O75381	Q6FIF0	R-HSA-9033516
P50542	Q13608	R-HSA-9033516
Q6FIF0	Q13608	R-HSA-9033516
Q92968	O43933	R-HSA-9033516
O75381	Q13608	R-HSA-9033516
O00623	O43933	R-HSA-9033516
P28328	Q7Z412	R-HSA-9033516
O00628	Q6FIF0	R-HSA-9033516
Q92968	Q7Z412	R-HSA-9033516
O00623	Q7Z412	R-HSA-9033516
Q92968	Q13608	R-HSA-9033516
O00623	Q13608	R-HSA-9033516
Q6FIF0	O43933	R-HSA-9033516
Q92968	Q6FIF0	R-HSA-9033516
O00623	Q6FIF0	R-HSA-9033516
P50542	O43933	R-HSA-9033516
P28328	Q6FIF0	R-HSA-9033516
P50542	Q6FIF0	R-HSA-9033516
P28328	Q13608	R-HSA-9033516
O60683	Q13608	R-HSA-9033516
O60683	O43933	R-HSA-9033516
O60683	Q6FIF0	R-HSA-9033516
O75381	Q7Z412	R-HSA-9033516
O75381	O43933	R-HSA-9033516
Q6FIF0	Q7Z412	R-HSA-9033516
P50542	Q7Z412	R-HSA-9033516
Q92968	Q6FIF0	R-HSA-9033533
Q92968	Q13608	R-HSA-9033533
P50542	Q6FIF0	R-HSA-9033533
P28328	Q6FIF0	R-HSA-9033533
P28328	Q13608	R-HSA-9033533
O00623	Q13608	R-HSA-9033533
Q92968	Q7Z412	R-HSA-9033533
O00623	O43933	R-HSA-9033533
O00623	Q6FIF0	R-HSA-9033533
P28328	O43933	R-HSA-9033533
P50542	Q13608	R-HSA-9033533
O75381	Q6FIF0	R-HSA-9033533
P50542	O43933	R-HSA-9033533
P50542	Q7Z412	R-HSA-9033533
Q6FIF0	O43933	R-HSA-9033533
Q6FIF0	Q7Z412	R-HSA-9033533
P50542	Q7Z412	R-HSA-9033533
Q92968	O43933	R-HSA-9033533
O00623	Q7Z412	R-HSA-9033533
Q6FIF0	Q13608	R-HSA-9033533
O60683	Q6FIF0	R-HSA-9033533
O60683	Q7Z412	R-HSA-9033533
O60683	Q13608	R-HSA-9033533
O75381	Q13608	R-HSA-9033533
P28328	Q7Z412	R-HSA-9033533
P50542	O43933	R-HSA-9033533
P50542	Q6FIF0	R-HSA-9033533
P50542	Q13608	R-HSA-9033533
O60683	O43933	R-HSA-9033533
O75381	Q7Z412	R-HSA-9033533
O75381	O43933	R-HSA-9033533
Q920N5	O00628	R-NUL-9033896
Q920N5	P21775	R-NUL-9033896
O00628	P50542	R-HSA-9033240
O14832	P50542	R-HSA-9033240
P09110	P50542	R-HSA-9033240
O00116	P50542	R-HSA-9033240
P50542	O00623	R-HSA-9033238
P09110	P28328	R-HSA-9033238
O00628	Q92968	R-HSA-9033238
O14832	O75381	R-HSA-9033238
O00116	O75381	R-HSA-9033238
P50542	O60683	R-HSA-9033238
P50542	O75381	R-HSA-9033238
O14832	O00623	R-HSA-9033238
O00116	O60683	R-HSA-9033238
O00116	O00623	R-HSA-9033238
O00628	O60683	R-HSA-9033238
O00628	O75381	R-HSA-9033238
P50542	Q92968	R-HSA-9033238
P09110	O75381	R-HSA-9033238
P09110	O60683	R-HSA-9033238
O14832	P28328	R-HSA-9033238
O14832	O60683	R-HSA-9033238
O00628	O00623	R-HSA-9033238
O14832	Q92968	R-HSA-9033238
O00116	P28328	R-HSA-9033238
O00116	Q92968	R-HSA-9033238
O00628	P28328	R-HSA-9033238
P09110	O00623	R-HSA-9033238
P09110	Q92968	R-HSA-9033238
P50542	P28328	R-HSA-9033238
P50542	O00623	R-HSA-9033236
P50542	P28328	R-HSA-9033236
P50542	O75381	R-HSA-9033236
P50542	Q92968	R-HSA-9033236
P50542	P28328	R-HSA-9033236
P50542	O60683	R-HSA-9033236
P50542	O75381	R-HSA-9033236
P50542	Q92968	R-HSA-9033236
P50542	O00623	R-HSA-9033236
P50542	O60683	R-HSA-9033236
O00628	O00116	R-HSA-9033232
O00628	O14832	R-HSA-9033232
O00628	P09110	R-HSA-9033232
P0C869	64716	R-HSA-1482847
P14555	64716	R-HSA-1482907
P0C869	64716	R-HSA-1482745
P0C869	64716	R-HSA-1482900
P47712	64716	R-HSA-1482900
Q86XP0	64716	R-HSA-1482900
Q9BZM2	64716	R-HSA-1482900
Q68DD2	64716	R-HSA-1482920
Q86XP0	64716	R-HSA-1482920
R-HSA-9915647	133370	R-HSA-2161666
P15259	58289	R-HSA-71445
P18669	58289	R-HSA-71445
Q96HS1	P48163	R-HSA-9861725
R-HSA-9915647	133392	R-HSA-2161735
P15428	57406	R-HSA-2161662
P15428	606564	R-HSA-2161662
P15428	57404	R-HSA-2161662
R-HSA-9915671	606564	R-HSA-2161659
P24557	57405	R-HSA-2161613
O60760	57405	R-HSA-2161701
P41222	57405	R-HSA-2161620
O14684	57405	R-HSA-2161660
55424	O75594	R-HSA-6789072
55424	Q96PD5	R-HSA-6799981
55424	Q96LB9	R-HSA-6799959
P36871	58601	R-HSA-9638125
P36871	58225	R-HSA-9638127
Q96G03	57259	R-HSA-8982667
Q96G03	57720	R-HSA-6787329
A6NDG6	58272	R-HSA-8955794
P04637	Q9BVI0	R-HSA-3222259
Q9UPP1	P62805	R-HSA-5423117
16810	P62805	R-HSA-5423117
16810	Q9UPP1	R-HSA-2172678
16810	P62805	R-HSA-2172678
O14965	Q8WV24	R-HSA-8853429
P37231	Q8WV24	R-HSA-9843219
P37231	Q8WV24	R-HSA-9843219
P37231	Q8WV24	R-HSA-9843219
Q6ZVD8	P31749	R-HSA-199425
29035	P31749	R-HSA-199425
O60346	P31749	R-HSA-199425
57643	P48739	R-HSA-1483087
Q9UP65	57880	R-HSA-1482868
P14555	57880	R-HSA-1482868
Q3MJ16	57880	R-HSA-1482932
Q86XP0	57880	R-HSA-1482932
Q96PE3	16152	R-HSA-1676162
O15327	16152	R-HSA-1676162
Q96PE3	16152	R-HSA-1676164
O15327	16152	R-HSA-1676164
P60484	16152	R-HSA-1676149
Q6XPS3	16152	R-HSA-1676204
57836	P52735	R-HSA-434637
57836	Q9UKW4	R-HSA-434637
57836	P15498	R-HSA-434637
Q15735	57836	R-HSA-1675949
Q92835	57836	R-HSA-1675949
Q9BT40	57836	R-HSA-1675949
O15357	57836	R-HSA-1675949
Q9Y2I7	57923	R-HSA-1676005
Q92562	57923	R-HSA-1676174
Q92562	57923	R-HSA-1676020
O15056	57923	R-HSA-1675836
Q01968	57923	R-HSA-1675836
O43426	57923	R-HSA-1675836
Q13614	57923	R-HSA-1676105
Q13496	57923	R-HSA-1676105
Q9NYA4	57923	R-HSA-1676105
Q13496	57923	R-HSA-1676065
Q9NYA4	57923	R-HSA-1676065
Q9Y216	57923	R-HSA-1676065
Q13614	57923	R-HSA-1676065
Q13614	57923	R-HSA-6809778
O95248	57923	R-HSA-6809778
Q96EF0	57923	R-HSA-6809320
Q96QG7	57923	R-HSA-6809320
Q9Y217	57923	R-HSA-6809320
Q86WG5	57923	R-HSA-6809944
Q13614	57923	R-HSA-6809944
Q9NRR6	58456	R-HSA-1675824
Q01968	58456	R-HSA-1675824
O15056	58456	R-HSA-1676177
Q15735	58456	R-HSA-1676177
O43426	58456	R-HSA-1676177
Q9BT40	58456	R-HSA-1676177
Q86T03	58456	R-HSA-6810410
Q9Y2H2	57836	R-HSA-8849969
Q9Y2H2	16152	R-HSA-8849969
Q9Y2H2	58456	R-HSA-8849969
P19957	16412	R-HSA-6810724
P19957	16412	R-HSA-6810724
P27986	P16234	R-HSA-9672178
O00459	P16234	R-HSA-9672178
P42338	P16234	R-HSA-9672178
P42336	P16234	R-HSA-9672178
O00459	P16234	R-HSA-9672178
P27986	P16234	R-HSA-9672178
P42336	P16234	R-HSA-9672178
P42338	P16234	R-HSA-9672178
P42336	P16234	R-HSA-9672172
O00459	P16234	R-HSA-9672172
P42338	P16234	R-HSA-9672172
P27986	P16234	R-HSA-9672172
P42336	P16234	R-HSA-9672172
P42338	P16234	R-HSA-9672172
P27986	P16234	R-HSA-9672172
O00459	P16234	R-HSA-9672172
P42336	P16234	R-HSA-186780
O00459	P04085	R-HSA-186780
P42338	P04085	R-HSA-186780
P42338	P01127	R-HSA-186780
P27986	P04085	R-HSA-186780
P42338	P09619	R-HSA-186780
P27986	P01127	R-HSA-186780
P27986	P04085	R-HSA-186780
O00459	P16234	R-HSA-186780
P42338	P04085	R-HSA-186780
O00459	P04085	R-HSA-186780
P42336	P09619	R-HSA-186780
P42338	P01127	R-HSA-186780
P42336	P01127	R-HSA-186780
P42338	P16234	R-HSA-186780
P42336	P04085	R-HSA-186780
O00459	P09619	R-HSA-186780
P27986	P01127	R-HSA-186780
P42336	P04085	R-HSA-186780
P27986	P16234	R-HSA-186780
P42336	P01127	R-HSA-186780
O00459	P01127	R-HSA-186780
O00459	P01127	R-HSA-186780
P27986	P09619	R-HSA-186780
P27986	P29353	R-HSA-2730842
P42338	57836	R-HSA-2730842
P42338	Q9UQC2	R-HSA-2730842
O00459	P29353	R-HSA-2730842
P27986	Q9GZY6	R-HSA-2730842
P42336	Q07889	R-HSA-2730842
P42336	P62993	R-HSA-2730842
P27986	Q07889	R-HSA-2730842
O00459	57836	R-HSA-2730842
O00459	Q07889	R-HSA-2730842
P27986	Q9UQC2	R-HSA-2730842
P42336	57836	R-HSA-2730842
P42338	Q9GZY6	R-HSA-2730842
P42336	Q9GZY6	R-HSA-2730842
P42338	Q07889	R-HSA-2730842
P42338	P62993	R-HSA-2730842
P27986	P62993	R-HSA-2730842
P42336	P29353	R-HSA-2730842
P27986	57836	R-HSA-2730842
P42338	P29353	R-HSA-2730842
O00459	P62993	R-HSA-2730842
O00459	Q9UQC2	R-HSA-2730842
P42336	Q9UQC2	R-HSA-2730842
O00459	Q9GZY6	R-HSA-2730842
P48736	P10747	R-HSA-388832
Q8WYR1	P06241	R-HSA-388832
P48736	P06239	R-HSA-388832
P27986	P33681	R-HSA-388832
Q5UE93	P33681	R-HSA-388832
O00329	P10747	R-HSA-388832
Q8WYR1	P33681	R-HSA-388832
Q8WYR1	P10747	R-HSA-388832
Q5UE93	P06239	R-HSA-388832
O00329	P06239	R-HSA-388832
P27986	P06239	R-HSA-388832
O00329	P42081	R-HSA-388832
P48736	P33681	R-HSA-388832
Q5UE93	P10747	R-HSA-388832
Q8WYR1	P06239	R-HSA-388832
O00329	P33681	R-HSA-388832
P27986	P10747	R-HSA-388832
P48736	P06241	R-HSA-388832
Q5UE93	P42081	R-HSA-388832
P48736	P42081	R-HSA-388832
Q5UE93	P06241	R-HSA-388832
Q8WYR1	P42081	R-HSA-388832
P27986	P06241	R-HSA-388832
P27986	P42081	R-HSA-388832
O00329	P06241	R-HSA-388832
Q8WYR1	Q9Y6W8	R-HSA-388830
P48736	Q9Y6W8	R-HSA-388830
O00329	Q9Y6W8	R-HSA-388830
P27986	Q9Y6W8	R-HSA-388830
Q5UE93	Q9Y6W8	R-HSA-388830
O43815	P42336	R-HSA-9021660
P03372	P42336	R-HSA-9021660
50114	P42336	R-HSA-9021660
P03372	P27986	R-HSA-9021660
P12931	P42336	R-HSA-9021660
P12931	P27986	R-HSA-9021660
50114	P27986	R-HSA-9021660
O43815	P27986	R-HSA-9021660
P27986	P00533	R-HSA-177927
P27986	Q13480	R-HSA-177927
P42336	P62993	R-HSA-177927
P42336	57836	R-HSA-177927
P27986	P62993	R-HSA-177927
P42336	Q13480	R-HSA-177927
P42336	P00533	R-HSA-177927
P27986	57836	R-HSA-177927
P01857	O00459	R-HSA-2029273
P09693	O00459	R-HSA-2029273
P43405	P42336	R-HSA-2029273
P01834	P42336	R-HSA-2029273
P01834	O00459	R-HSA-2029273
P12318	P42336	R-HSA-2029273
P20963	P42336	R-HSA-2029273
P01857	P42336	R-HSA-2029273
P01860	P42338	R-HSA-2029273
R-ALL-173548	P42336	R-HSA-2029273
P12318	O00459	R-HSA-2029273
P01860	P27986	R-HSA-2029273
P12314	O00459	R-HSA-2029273
P01861	O00459	R-HSA-2029273
P01859	O00459	R-HSA-2029273
P08637	P42336	R-HSA-2029273
P01859	P42336	R-HSA-2029273
P12318	P42338	R-HSA-2029273
R-ALL-173548	P27986	R-HSA-2029273
P01861	P27986	R-HSA-2029273
P01857	P42338	R-HSA-2029273
P09693	P42336	R-HSA-2029273
P09693	P42338	R-HSA-2029273
P43405	O00459	R-HSA-2029273
R-ALL-173548	P42338	R-HSA-2029273
P01861	P42338	R-HSA-2029273
P01857	P27986	R-HSA-2029273
P01859	P42338	R-HSA-2029273
P08637	P42338	R-HSA-2029273
P01860	O00459	R-HSA-2029273
P09693	P27986	R-HSA-2029273
P01859	P27986	R-HSA-2029273
P12318	P27986	R-HSA-2029273
P12314	P42336	R-HSA-2029273
R-ALL-173548	O00459	R-HSA-2029273
P01861	P42336	R-HSA-2029273
P43405	P27986	R-HSA-2029273
P43405	P42338	R-HSA-2029273
P01834	P42338	R-HSA-2029273
P20963	P42338	R-HSA-2029273
P20963	O00459	R-HSA-2029273
P08637	O00459	R-HSA-2029273
P01860	P42336	R-HSA-2029273
P12314	P27986	R-HSA-2029273
P08637	P27986	R-HSA-2029273
P12314	P42338	R-HSA-2029273
P20963	P27986	R-HSA-2029273
P01834	P27986	R-HSA-2029273
Q13614	58088	R-HSA-1676141
Q9NYA4	58088	R-HSA-1676141
Q13496	58088	R-HSA-1676141
Q9Y216	58088	R-HSA-1675795
Q13614	58088	R-HSA-1675795
Q13496	58088	R-HSA-1675795
Q9NYA4	58088	R-HSA-1675795
Q9C0I1	58088	R-HSA-6809720
Q13496	58088	R-HSA-6809720
Q13614	26034	R-HSA-6809777
O95248	26034	R-HSA-6809777
Q9Y217	58088	R-HSA-6809325
Q96QG7	58088	R-HSA-6809325
Q96EF0	58088	R-HSA-6809325
Q9NTJ5	58088	R-HSA-1676114
Q13614	58088	R-HSA-6809975
Q86WG5	58088	R-HSA-6809975
Q9UBF8	P61204	R-HSA-1676152
Q9UBF8	P84077	R-HSA-1676152
Q9NTJ5	17526	R-HSA-1676124
Q9NTJ5	17526	R-HSA-1676133
O43426	17526	R-HSA-1675988
O15056	17526	R-HSA-1675988
Q01968	17526	R-HSA-1675988
P17844	P63279	R-HSA-3900194
P63279	P63279	R-HSA-3900194
P17844	P61956	R-HSA-3900194
P61956	P63279	R-HSA-3900194
P61956	P61956	R-HSA-3900194
P63279	P63279	R-HSA-6804485
Q969R5	P63279	R-HSA-6804485
P61956	P61956	R-HSA-6804485
P61956	P63279	R-HSA-6804485
Q969R5	P61956	R-HSA-6804485
P13056	P63279	R-HSA-4717521
P13056	P63165	R-HSA-4717521
P63165	P08235	R-HSA-4341016
P63279	P63279	R-HSA-4341016
P63279	P08235	R-HSA-4341016
P63279	P63165	R-HSA-4341016
P63165	P63165	R-HSA-4341016
P63279	P63279	R-HSA-4085347
Q15424	P63165	R-HSA-4085347
P63279	P63165	R-HSA-4085347
Q15424	P63279	R-HSA-4085347
P63165	P63165	R-HSA-4085347
P63279	P61956	R-HSA-4085372
Q15424	P61956	R-HSA-4085372
P55854	P61956	R-HSA-4085372
Q15424	P63279	R-HSA-4085372
Q15424	P63279	R-HSA-4085372
P55854	P63279	R-HSA-4085372
P63279	P63279	R-HSA-4085372
P55854	P63279	R-HSA-4085372
P63279	P63279	R-HSA-4085372
P61956	P63279	R-HSA-4085372
P63279	P63279	R-HSA-4085372
P61956	P61956	R-HSA-4085372
P55854	P55854	R-HSA-4085372
Q15424	P55854	R-HSA-4085372
Q01826	P63165	R-HSA-4615905
Q01826	P63279	R-HSA-4615905
P55854	P63279	R-HSA-4615839
P55854	P63279	R-HSA-4615839
P63279	P63279	R-HSA-4615839
Q01826	P63279	R-HSA-4615839
P63279	P63279	R-HSA-4615839
Q01826	P55854	R-HSA-4615839
P61956	P61956	R-HSA-4615839
P55854	P55854	R-HSA-4615839
P63279	P61956	R-HSA-4615839
P55854	P61956	R-HSA-4615839
Q01826	P61956	R-HSA-4615839
P61956	P63279	R-HSA-4615839
P63279	P63279	R-HSA-4615839
Q01826	P63279	R-HSA-4615839
P55854	P55854	R-HSA-4615900
P55854	Q9UPW6	R-HSA-4615900
P63279	P63279	R-HSA-4615900
P63279	Q9UPW6	R-HSA-4615900
P55854	P63279	R-HSA-4615900
P63165	Q02447	R-HSA-3247493
P63279	Q02447	R-HSA-3247493
P61956	P63279	R-HSA-6804468
P61956	P61956	R-HSA-6804468
P63279	P63279	R-HSA-6804468
P63279	Q02447	R-HSA-6804468
P61956	Q02447	R-HSA-6804468
P63279	P63279	R-HSA-4719424
P63279	P63165	R-HSA-4719424
P10828	P63165	R-HSA-4719424
P10828	P63279	R-HSA-4719424
P63165	P63165	R-HSA-4719424
P55854	P63279	R-HSA-4719448
P55854	P55854	R-HSA-4719448
P55854	P10828	R-HSA-4719448
P63279	P10828	R-HSA-4719448
P63279	P63279	R-HSA-4719448
P63165	O75925	R-HSA-877281
P63165	P42224	R-HSA-877281
O75925	P42224	R-HSA-877281
Q14526	P63165	R-HSA-4090281
Q14526	P63279	R-HSA-4090281
77361	P63279	R-HSA-4755494
77361	P63165	R-HSA-4755494
O00482	P63279	R-HSA-4755494
O00482	P63165	R-HSA-4755494
P63165	P63165	R-HSA-4090390
P10275	P63165	R-HSA-4090390
P10275	P63279	R-HSA-4090390
P63279	P63165	R-HSA-4090390
P63279	P63279	R-HSA-4090390
P63165	Q13426	R-HSA-4568848
P63279	Q13426	R-HSA-4568848
P37231	P63279	R-HSA-4717461
P63165	P63165	R-HSA-4717461
P63279	P63165	R-HSA-4717461
P63279	P63279	R-HSA-4717461
P37231	P63165	R-HSA-4717461
P63165	P63165	R-HSA-4090408
P03372	P63165	R-HSA-4090408
P63279	P63279	R-HSA-4090408
P03372	P63279	R-HSA-4090408
P63279	P63165	R-HSA-4090408
Q9UIS9	P63165	R-HSA-4090288
P63279	P63279	R-HSA-4090288
P63279	P63165	R-HSA-4090288
P63165	P63165	R-HSA-4090288
Q9UIS9	P63279	R-HSA-4090288
P63165	P63165	R-HSA-4086036
P63279	P63279	R-HSA-4086036
P48552	P63279	R-HSA-4086036
P48552	P63165	R-HSA-4086036
P63279	P63165	R-HSA-4086036
P63165	Q13285	R-HSA-4546386
P63279	Q13285	R-HSA-4546386
P63279	P63165	R-HSA-4546386
P63279	P63279	R-HSA-4546386
P63165	P63165	R-HSA-4546386
P63279	Q13285	R-HSA-4546385
P63279	P63279	R-HSA-4546385
P61956	Q13285	R-HSA-4546385
P61956	P61956	R-HSA-4546385
P61956	P63279	R-HSA-4546385
P55854	P55854	R-HSA-3465545
P63279	Q13330	R-HSA-3465545
P63279	Q13330	R-HSA-3465545
P55854	Q13330	R-HSA-3465545
P63279	P63279	R-HSA-3465545
P61956	P61956	R-HSA-3465545
P63279	P63279	R-HSA-3465545
P63279	P61956	R-HSA-3465545
P61956	Q13330	R-HSA-3465545
P61956	P63279	R-HSA-3465545
P55854	P61956	R-HSA-3465545
P55854	P63279	R-HSA-3465545
P55854	P63279	R-HSA-3465545
P63279	P63279	R-HSA-3465545
P63279	Q9UKL3	R-HSA-5228521
P63165	Q9UKL3	R-HSA-5228521
P38398	P63279	R-HSA-2997709
P38398	P63165	R-HSA-2997709
P55854	P55854	R-HSA-2997616
P63279	P63279	R-HSA-2997616
P38398	P63279	R-HSA-2997616
P63279	P63279	R-HSA-2997616
P61956	P61956	R-HSA-2997616
P63279	P61956	R-HSA-2997616
P38398	P55854	R-HSA-2997616
P55854	P61956	R-HSA-2997616
P61956	P63279	R-HSA-2997616
P55854	P63279	R-HSA-2997616
P55854	P63279	R-HSA-2997616
P38398	P61956	R-HSA-2997616
P63279	P63279	R-HSA-2997616
P38398	P63279	R-HSA-2997616
P35398	P63279	R-HSA-4719436
P35398	P63165	R-HSA-4719436
P63279	P35398	R-HSA-4719413
P63279	P63279	R-HSA-4719413
P61956	P61956	R-HSA-4719413
P61956	P63279	R-HSA-4719413
P61956	P35398	R-HSA-4719413
Q99497	P63165	R-HSA-4085331
Q99497	P63279	R-HSA-4085331
Q15022	P63279	R-HSA-4615873
Q15022	P63165	R-HSA-4615873
P63279	P10827	R-HSA-4719447
P63165	P63165	R-HSA-4719447
P63279	P63279	R-HSA-4719447
P63165	P10827	R-HSA-4719447
P63279	P63165	R-HSA-4719447
P63279	P10827	R-HSA-4719423
P55854	P63279	R-HSA-4719423
P55854	P10827	R-HSA-4719423
P55854	P55854	R-HSA-4719423
P63279	P63279	R-HSA-4719423
P63279	O75030	R-HSA-3232162
P63279	P63165	R-HSA-3232162
P63165	P63165	R-HSA-3232162
P63279	P63279	R-HSA-3232162
P63165	O75030	R-HSA-3232162
P63279	P63165	R-HSA-4341073
P06401	P63279	R-HSA-4341073
P06401	P63165	R-HSA-4341073
P63279	P63279	R-HSA-4341073
P63165	P63165	R-HSA-4341073
P63279	P63279	R-HSA-4755536
P55854	P55854	R-HSA-4755536
P63279	Q04206	R-HSA-4755536
P63279	R-ALL-29428	R-HSA-4755536
P55854	Q04206	R-HSA-4755536
P55854	P63279	R-HSA-4755536
P55854	R-ALL-29428	R-HSA-4755536
O95714	P63279	R-HSA-4551724
O95714	P63165	R-HSA-4551724
P62805	P63165	R-HSA-5682607
P49959	P63279	R-HSA-5682607
Q13315	P63165	R-HSA-5682607
Q92993	P63279	R-HSA-5682607
Q8N2W9	P63279	R-HSA-5682607
O94953	P63279	R-HSA-5682607
Q92878	P63279	R-HSA-5682607
Q16695	P63279	R-HSA-5682607
Q14676	P63165	R-HSA-5682607
O76064	P63279	R-HSA-5682607
O95714	P63279	R-HSA-5682607
P49959	P63165	R-HSA-5682607
Q16695	P63165	R-HSA-5682607
O95714	P63165	R-HSA-5682607
Q14676	P63279	R-HSA-5682607
P62805	P63279	R-HSA-5682607
O75164	P63165	R-HSA-5682607
O60934	P63279	R-HSA-5682607
O75164	P63279	R-HSA-5682607
O76064	P63165	R-HSA-5682607
R-ALL-75165	P63165	R-HSA-5682607
29105	P63279	R-HSA-5682607
O96028	P63279	R-HSA-5682607
O60934	P63165	R-HSA-5682607
P16104	P63165	R-HSA-5682607
R-ALL-75165	P63279	R-HSA-5682607
O94953	P63165	R-HSA-5682607
Q92878	P63165	R-HSA-5682607
Q13315	P63279	R-HSA-5682607
Q92993	P63165	R-HSA-5682607
O96028	P63165	R-HSA-5682607
P16104	P63279	R-HSA-5682607
Q8N2W9	P63165	R-HSA-5682607
29105	P63165	R-HSA-5682607
P63279	P63279	R-HSA-4755411
Q9Y6K9	P63279	R-HSA-4755411
P63165	P63165	R-HSA-4755411
Q9Y6K9	P63165	R-HSA-4755411
P63279	P63165	R-HSA-4755411
O95714	P63279	R-HSA-5684052
Q16695	P63279	R-HSA-5684052
P62805	P61956	R-HSA-5684052
Q13315	P61956	R-HSA-5684052
P61088	P61956	R-HSA-5684052
Q15819	P63279	R-HSA-5684052
29105	P61956	R-HSA-5684052
Q12888	P63279	R-HSA-5684052
O96028	P63279	R-HSA-5684052
P61956	P63279	R-HSA-5684052
Q92993	P63279	R-HSA-5684052
Q92878	P61956	R-HSA-5684052
P61088	P63279	R-HSA-5684052
Q8IYW5	P61956	R-HSA-5684052
Q14676	P63279	R-HSA-5684052
Q15819	P61956	R-HSA-5684052
29105	P63279	R-HSA-5684052
O95714	P61956	R-HSA-5684052
O76064	P63279	R-HSA-5684052
P63279	P63279	R-HSA-5684052
P16104	P61956	R-HSA-5684052
O60934	P63279	R-HSA-5684052
P62805	P63279	R-HSA-5684052
O96028	P61956	R-HSA-5684052
Q8N2W9	P63279	R-HSA-5684052
Q92993	P61956	R-HSA-5684052
Q16695	P61956	R-HSA-5684052
O76064	P61956	R-HSA-5684052
P49959	P63279	R-HSA-5684052
R-ALL-75165	P63279	R-HSA-5684052
Q8N2W9	P61956	R-HSA-5684052
Q14676	P61956	R-HSA-5684052
Q92878	P63279	R-HSA-5684052
O60934	P61956	R-HSA-5684052
P16104	P63279	R-HSA-5684052
Q12888	P61956	R-HSA-5684052
R-ALL-75165	P61956	R-HSA-5684052
Q8IYW5	P63279	R-HSA-5684052
P49959	P61956	R-HSA-5684052
Q13315	P63279	R-HSA-5684052
P61956	P61956	R-HSA-5684052
P55854	P63279	R-HSA-4755526
P63279	P63279	R-HSA-4755526
P61956	P63279	R-HSA-4755526
P55854	P61956	R-HSA-4755526
P43354	P55854	R-HSA-4755526
P43354	P63279	R-HSA-4755526
P43354	P63279	R-HSA-4755526
P63279	P61956	R-HSA-4755526
P55854	P55854	R-HSA-4755526
P61956	P61956	R-HSA-4755526
P63279	P63279	R-HSA-4755526
P43354	P61956	R-HSA-4755526
P55854	P63279	R-HSA-4755526
P63279	P63279	R-HSA-4755526
P63279	P63165	R-HSA-4551604
P63279	P63279	R-HSA-4551604
P09874	P63165	R-HSA-4551604
P09874	P63279	R-HSA-4551604
P63165	P63165	R-HSA-4551604
P09874	P61956	R-HSA-4551768
P61956	P63279	R-HSA-4551768
P55854	P63279	R-HSA-4551768
P63279	P63279	R-HSA-4551768
P63279	P63279	R-HSA-4551768
P61956	P61956	R-HSA-4551768
P55854	P55854	R-HSA-4551768
P63279	P63279	R-HSA-4551768
P55854	P63279	R-HSA-4551768
P09874	P55854	R-HSA-4551768
